Card,Month,Year,Catchment name,Fragment number,Fragment name,Catch No,Time,Locality,Observer,Altitude,Distance,Organisation
116229,6,2019,Pareora River,1491104,Gordons Stream,701.02,1400,Gordons Stream, ,110,20,docc
116230,6,2019,Pareora River,1491104,Gordons Stream,701.02,1400,Gordons Stream tributary, ,159,24,docc
116231,6,2019,Pareora River,1491101,Pareora River tributary 1,701,1100,Delmore Springs,,11,1,docc
116232,6,2019,Pareora River,1491103,Pareora River tributary 3,701,1200,Brassels Bridge Spring, ,39,9,docc
116418,7,2019,Ashley River,1491003,Taranaki Stream tributary 1,662,1300,Tutaepatu Lagoon, , , ,docc
116420,7,2019,Ashley River,1491003,Taranaki Stream tributary 1,662,1100,Tutaepatu Lagoon,,,,docc
116424,5,2019,Lake Ellesmere,1491064,Ellesmere stockwater race and drainage network,683,200,Water race, , , ,docc
116425,5,2019,Lake Ellesmere,1491064,Ellesmere stockwater race and drainage network,683,100,Water race, , , ,docc
116426,5,2019,Lake Ellesmere,1491064,Ellesmere stockwater race and drainage network, ,1000,Water race, , , ,docc
116427,5,2019,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1200,Waianiwaniwa River tributary, ,288,91,docc
116428,5,2019,Selwyn River,1491045,Blacks Stream,680.05,1400,Waianiwaniwa River, ,247,84,docc
116429,5,2019,Selwyn River,1491045,Blacks Stream, ,1400,Waianiwaniwa River, ,247,84,docc
116443,5,2019,Selwyn River,1491047,Waianiwaniwa River,680.05,1130,Waianiwaniwa River, ,258,91,docc
116444,5,2019,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1200,Waianiwaniwa River tributary, ,260,91,docc
116445,5,2019,Selwyn River,1491049,Waianiwaniwa River tributary 3,680.05,1230,Waianiwaniwa River tributary,,239,84,docc
116446,5,2019,Selwyn River,1491040,Hororata River tributary 6,680.04,1000,Hororata River tributary, ,170,71,docc
116898,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04,918,Taiko Stream, ,139,29,crc
116900,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04,0,Taiko Stream, ,140,30,crc
116901,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04,0,Taiko Stream, ,140,30,crc
116902,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04,0,Taiko Stream, ,149,30,crc
116903,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04,0,Taiko Stream, ,140,30,crc
116904,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04,0,Taiko Stream, ,140,30,crc
116905,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04,0,Taiko Stream, ,140,30,crc
116906,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04,0,Taiko Stream, ,118,25,crc
116908,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04,0,Taiko Stream, ,117,25,crc
116909,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04,0,Taiko Stream, ,118,25,crc
116911,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04,0,Taiko Stream, ,119,24,crc
116912,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04,0,Taiko Stream, ,120,23,crc
116913,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04,0,Taiko Stream, ,120,23,crc
116914,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04,0,Taiko Stream, ,120,23,crc
116915,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04,0,Taiko Stream, ,120,23,crc
116916,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04,0,Taiko Stream, ,120,23,crc
117228,4,2019,Waitaki River,1491139,Waitaki River tributary 2,711.031,,Waihuna Stream tributary,,91,28,rel
117532,8,2019,Waihao River,1491146,Buchanans Creek tributary,709,1030,Buchanans Creek, ,9,5,docc
117710,10,2016,Selwyn River,1491047,Waianiwaniwa River,680.05,950,Waianiwaniwa River,,328,97,uoc
117711,10,2016,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05,1100,Waianiwaniwa River tributary,,304,95,uoc
117714,10,2016,Selwyn River,1491047,Waianiwaniwa River,680.05,1200,Waianiwaniwa River oxbow,,281,93,uoc
117715,10,2016,Selwyn River,1491047,Waianiwaniwa River,680.05,1240,Waianiwaniwa River tributary,,295,93,uoc
117716,10,2016,Selwyn River,1491047,Waianiwaniwa River,680.05,1320,Waianiwaniwa River,,268,91,uoc
117717,10,2016,Selwyn River,1491047,Waianiwaniwa River,680.05,1405,Waianiwaniwa River tributary,,260,91,uoc
117718,10,2016,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1450,Waianiwaniwa River tributary,,260,91,uoc
117719,10,2016,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1550,Waianiwaniwa River tributary,,270,91,uoc
117720,11,2016,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1630,Waianiwaniwa River tributary,,288,92,uoc
117722,11,2016,Selwyn River,1491051,Waianiwaniwa River tributary 5,680.05,1740,Waianiwaniwa River tributary,,276,87,uoc
117723,11,2016,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05,1810,Waianiwaniwa River tributary,,254,87,uoc
117724,11,2016,Selwyn River,1491047,Waianiwaniwa River,680.05,1530,Waianiwaniwa River,,243,86,uoc
117726,11,2016,Selwyn River,1491047,Waianiwaniwa River,680.05,1600,Waianiwaniwa River,,243,86,uoc
117727,11,2016,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05,1640,Waianiwaniwa River tributary,,241,85,uoc
117728,11,2016,Selwyn River,1491049,Waianiwaniwa River tributary 3,680.05,1710,Waianiwaniwa River tributary,,239,84,uoc
117729,11,2016,Selwyn River,1491043,Hororata River 2,680.04,1800,Hororata River tributary,,182,79,uoc
117730,11,2016,Selwyn River,1491042,Cordys Stream,680.04,1830,Hororata River tributary,,180,78,uoc
117731,11,2016,Selwyn River,1491043,Hororata River 2,680.04,1630,Hororata River,,189,79,uoc
117734,11,2016,Selwyn River,1491040,Hororata River tributary 6,680.04,1030,Hororata River tributary,,170,71,uoc
117736,11,2016,Selwyn River,1491040,Hororata River tributary 6,680.04,1130,Hororata River tributary,,170,71,uoc
117737,11,2016,Selwyn River,1491040,Hororata River tributary 6,680.04,1250,Hororata River tributary,,170,71,uoc
117738,11,2016,Selwyn River,1491038,Hororata River tributary 4,680.04,1400,Hororata River tributary,,151,68,uoc
117739,11,2016,Selwyn River,1491038,Hororata River tributary 4,680.04,1600,Hororata River tributary,,148,68,uoc
117740,11,2016,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1730,Waianiwaniwa River tributary,,288,91,uoc
117741,11,2016,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1800,Waianiwaniwa River tributary,,280,90,uoc
117742,11,2016,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1830,Waianiwaniwa River tributary,,250,88,uoc
117743,12,2015,Selwyn River,1491047,Waianiwaniwa River,680.05,930,Waianiwaniwa River,,328,97,uoc
117744,12,2015,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05,950,Waianiwaniwa River tributary,,304,95,uoc
117745,12,2015,Selwyn River,1491047,Waianiwaniwa River,680.05,1030,Waianiwaniwa River,,281,93,uoc
117746,12,2015,Selwyn River,1491047,Waianiwaniwa River,680.05,1050,Waianiwaniwa River,,278,92,uoc
117747,12,2015,Selwyn River,1491047,Waianiwaniwa River,680.05,1130,Waianiwaniwa River,,268,91,uoc
117748,12,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1200,Waianiwaniwa River tributary,,260,91,uoc
117749,12,2015,Selwyn River,1491047,Waianiwaniwa River,680.05,1240,Waianiwaniwa River,,258,90,uoc
117750,12,2015,Selwyn River,1491051,Waianiwaniwa River tributary 5,680.05,1300,Waianiwaniwa River tributary,,276,87,uoc
117751,12,2015,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1330,Waianiwaniwa River tributary,,250,88,uoc
117752,12,2015,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05,1405,Waianiwaniwa River tributary,,254,87,uoc
117753,12,2015,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05,1440,Waianiwaniwa River tributary,,241,85,uoc
117754,12,2015,Selwyn River,1491049,Waianiwaniwa River tributary 3,680.05,1500,Waianiwaniwa River tributary,,239,84,uoc
117755,12,2015,Selwyn River,1491047,Waianiwaniwa River,680.05,1420,Waianiwaniwa River tributary,,260,91,uoc
117756,12,2015,Selwyn River,1491047,Waianiwaniwa River,680.05,1500,Waianiwaniwa River,,268,91,uoc
117757,12,2015,Selwyn River,1491047,Waianiwaniwa River,680.05,1600,Waianiwaniwa River tributary,,295,93,uoc
117758,12,2015,Selwyn River,1491047,Waianiwaniwa River,680.05,1620,Waianiwaniwa River tributary,,295,93,uoc
117759,12,2015,Selwyn River,1491047,Waianiwaniwa River,680.05,1705,Waianiwaniwa River oxbow,,281,93,uoc
117760,12,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1000,Waianiwaniwa River tributary,,288,92,uoc
117761,12,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1010,Waianiwaniwa River tributary,,270,91,uoc
117762,12,2015,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1730,Waianiwaniwa River tributary,,288,91,uoc
117763,12,2015,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1740,Waianiwaniwa River tributary,,288,91,uoc
117764,12,2015,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1755,Waianiwaniwa River tributary,,268,89,uoc
117765,12,2015,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1810,Waianiwaniwa River tributary,,255,89,uoc
117774,11,2016,Selwyn River,1491047,Waianiwaniwa River,680.05,940,Waianiwaniwa River,,328,97,uoc
117775,11,2016,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05,1000,Waianiwaniwa River tributary,,304,95,uoc
117776,11,2016,Selwyn River,1491047,Waianiwaniwa River,680.05,1100,Waianiwaniwa River oxbow,,281,93,uoc
117777,11,2016,Selwyn River,1491047,Waianiwaniwa River,680.05,1120,Waianiwaniwa River tributary,,295,93,uoc
117778,11,2016,Selwyn River,1491047,Waianiwaniwa River,680.05,1140,Waianiwaniwa River,,268,91,uoc
117779,11,2016,Selwyn River,1491047,Waianiwaniwa River,680.05,1200,Waianiwaniwa River tributary,,260,91,uoc
117780,11,2016,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1300,Waianiwaniwa River tributary,,260,91,uoc
117781,11,2016,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1330,Waianiwaniwa River tributary,,270,91,uoc
117782,11,2016,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1420,Waianiwaniwa River tributary,,288,92,uoc
117783,11,2016,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1130,Waianiwaniwa River tributary,,250,88,uoc
117784,11,2016,Selwyn River,1491051,Waianiwaniwa River tributary 5,680.05,1200,Waianiwaniwa River tributary,,276,87,uoc
117786,11,2016,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05,1210,Waianiwaniwa River tributary,,254,87,uoc
117787,11,2016,Selwyn River,1491047,Waianiwaniwa River,680.05,1000,Waianiwaniwa River,,243,86,uoc
117789,11,2016,Selwyn River,1491047,Waianiwaniwa River,680.05,930,Waianiwaniwa River,,243,86,uoc
117790,12,2016,Selwyn River,1491043,Hororata River 2,680.04,1030,Hororata River tributary,,188,79,uoc
117791,11,2016,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05,1020,Waianiwaniwa River tributary,,241,85,uoc
117792,11,2016,Selwyn River,1491049,Waianiwaniwa River tributary 3,680.05,1050,Waianiwaniwa River tributary,,239,84,uoc
117794,12,2016,Selwyn River,1491042,Cordys Stream,680.04,1000,Hororata River tributary,,180,78,uoc
117796,12,2016,Selwyn River,1491043,Hororata River 2,680.04,1110,Hororata River,,189,79,uoc
117797,12,2016,Selwyn River,1491040,Hororata River tributary 6,680.04,940,Hororata River tributary,,170,71,uoc
117798,11,2016,Selwyn River,1491040,Hororata River tributary 6,680.04,1250,Hororata River tributary,,170,71,uoc
117799,12,2016,Selwyn River,1491040,Hororata River tributary 6,680.04,900,Hororata River tributary,,170,71,uoc
117800,11,2016,Selwyn River,1491038,Hororata River tributary 4,680.04,1320,Hororata River tributary,,151,68,uoc
117801,11,2016,Selwyn River,1491038,Hororata River tributary 4,680.04,1350,Hororata River tributary,,148,68,uoc
117802,12,2016,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1300,Waianiwaniwa River tributary,,288,91,uoc
117803,12,2016,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1200,Waianiwaniwa River tributary,,280,90,uoc
117804,12,2016,Selwyn River,1491047,Waianiwaniwa River,680.05,950,Waianiwaniwa River,,328,97,uoc
117805,12,2016,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05,1020,Waianiwaniwa River tributary,,304,95,uoc
117806,12,2016,Selwyn River,1491047,Waianiwaniwa River,680.05,1100,Waianiwaniwa River oxbow,,281,93,uoc
117807,1,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1050,Waianiwaniwa River,,328,97,uoc
117808,1,2017,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05,1130,Waianiwaniwa River tributary,,304,95,uoc
117809,1,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1150,Waianiwaniwa River oxbow,,281,93,uoc
117810,1,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1230,Waianiwaniwa River tributary,,295,93,uoc
117811,1,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1200,Waianiwaniwa River,,268,91,uoc
117812,1,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1140,Waianiwaniwa River tributary,,260,91,uoc
117813,1,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1300,Waianiwaniwa River tributary,,260,91,uoc
117814,1,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1310,Waianiwaniwa River tributary,,270,91,uoc
117815,1,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1350,Waianiwaniwa River tributary,,288,92,uoc
117816,1,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1120,Waianiwaniwa River tributary,,250,88,uoc
117817,1,2017,Selwyn River,1491051,Waianiwaniwa River tributary 5,680.05,1050,Waianiwaniwa River tributary,,276,87,uoc
117818,1,2017,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05,1030,Waianiwaniwa River tributary,,254,87,uoc
117819,1,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,925,Waianiwaniwa River,,243,86,uoc
117820,1,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,900,Waianiwaniwa River,,243,86,uoc
117821,1,2017,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05,1000,Waianiwaniwa River tributary,,241,85,uoc
117822,1,2017,Selwyn River,1491049,Waianiwaniwa River tributary 3,680.05,1010,Waianiwaniwa River tributary,,239,84,uoc
117823,1,2017,Selwyn River,1491043,Hororata River 2,680.04,900,Hororata River tributary,,188,79,uoc
117825,1,2017,Selwyn River,1491042,Cordys Stream,680.04,1020,Hororata River tributary,,180,78,uoc
117826,1,2017,Selwyn River,1491043,Hororata River 2,680.04,950,Hororata River,,189,79,uoc
117828,1,2017,Selwyn River,1491040,Hororata River tributary 6,680.04,1050,Hororata River tributary,,170,71,uoc
117830,1,2017,Selwyn River,1491040,Hororata River tributary 6,680.04,1100,Hororata River tributary,,170,71,uoc
117833,1,2017,Selwyn River,1491040,Hororata River tributary 6,680.04,1140,Hororata River tributary,,170,71,uoc
117834,1,2017,Selwyn River,1491038,Hororata River tributary 4,680.04,904,Hororata River tributary,,151,68,uoc
117835,1,2017,Selwyn River,1491038,Hororata River tributary 4,680.04,940,Hororata River tributary,,148,68,uoc
117836,1,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1530,Waianiwaniwa River tributary,,288,91,uoc
117839,1,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1500,Waianiwaniwa River tributary,,280,90,uoc
117840,2,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,930,Waianiwaniwa River,,328,97,uoc
117841,2,2017,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05,1000,Waianiwaniwa River tributary,,304,95,uoc
117842,2,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1040,Waianiwaniwa River oxbow,,281,93,uoc
117844,3,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,940,Waianiwaniwa River,,328,97,uoc
117845,3,2017,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05,1010,Waianiwaniwa River tributary,,304,95,uoc
117846,3,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1040,Waianiwaniwa River oxbow,,281,93,uoc
117847,3,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1100,Waianiwaniwa River tributary,,295,93,uoc
117848,3,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1140,Waianiwaniwa River,,268,91,uoc
117849,3,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1215,Waianiwaniwa River tributary,,260,91,uoc
117850,3,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1245,Waianiwaniwa River tributary,,260,91,uoc
117851,3,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1250,Waianiwaniwa River tributary,,270,91,uoc
117852,3,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1320,Waianiwaniwa River tributary,,288,92,uoc
117853,3,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1315,Waianiwaniwa River tributary,,250,88,uoc
117854,3,2017,Selwyn River,1491051,Waianiwaniwa River tributary 5,680.05,1345,Waianiwaniwa River tributary,,276,87,uoc
117855,3,2017,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05,1350,Waianiwaniwa River tributary,,254,87,uoc
117856,3,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1130,Waianiwaniwa River,,243,86,uoc
117857,3,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1030,Waianiwaniwa River,,243,86,uoc
117858,3,2017,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05,930,Waianiwaniwa River tributary,,241,85,uoc
117859,3,2017,Selwyn River,1491049,Waianiwaniwa River tributary 3,680.05,1230,Waianiwaniwa River tributary,,239,84,uoc
117860,3,2017,Selwyn River,1491043,Hororata River 2,680.04,1520,Hororata River tributary,,188,79,uoc
117861,3,2017,Selwyn River,1491042,Cordys Stream,680.04,1615,Hororata River tributary,,180,78,uoc
117862,3,2017,Selwyn River,1491043,Hororata River 2,680.04,1545,Hororata River,,189,79,uoc
117863,3,2017,Selwyn River,1491040,Hororata River tributary 6,680.04,1635,Hororata River tributary,,170,71,uoc
117864,3,2017,Selwyn River,1491040,Hororata River tributary 6,680.04,1645,Hororata River tributary,,170,71,uoc
117865,3,2017,Selwyn River,1491040,Hororata River tributary 6,680.04,1320,Hororata River tributary,,170,71,uoc
117866,3,2017,Selwyn River,1491038,Hororata River tributary 4,680.04,1345,Hororata River tributary,,151,68,uoc
117867,3,2017,Selwyn River,1491038,Hororata River tributary 4,680.04,1410,Hororata River tributary,,148,68,uoc
117868,3,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1345,Waianiwaniwa River tributary,,288,91,uoc
117869,3,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1430,Waianiwaniwa River tributary,,280,90,uoc
117870,3,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,930,Waianiwaniwa River,,328,97,uoc
117871,3,2017,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05,1020,Waianiwaniwa River tributary,,304,95,uoc
117872,3,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1100,Waianiwaniwa River oxbow,,281,93,uoc
117873,5,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,810,Waianiwaniwa River,,328,97,uoc
117874,5,2017,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05,825,Waianiwaniwa River tributary,,304,95,uoc
117875,5,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,850,Waianiwaniwa River oxbow,,281,93,uoc
117876,5,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,910,Waianiwaniwa River tributary,,295,93,uoc
117877,5,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,950,Waianiwaniwa River,,268,91,uoc
117878,5,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1020,Waianiwaniwa River tributary,,260,91,uoc
117879,5,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1050,Waianiwaniwa River tributary,,260,91,uoc
117880,5,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1100,Waianiwaniwa River tributary,,270,91,uoc
117881,5,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1130,Waianiwaniwa River tributary,,288,92,uoc
117882,5,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1230,Waianiwaniwa River tributary,,250,88,uoc
117883,5,2017,Selwyn River,1491051,Waianiwaniwa River tributary 5,680.05,1340,Waianiwaniwa River tributary,,276,87,uoc
117884,5,2017,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05,1400,Waianiwaniwa River tributary,,254,87,uoc
117885,5,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1500,Waianiwaniwa River,,243,86,uoc
117886,5,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1430,Waianiwaniwa River,,243,86,uoc
117887,5,2017,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05,1520,Waianiwaniwa River tributary,,241,85,uoc
117888,5,2017,Selwyn River,1491049,Waianiwaniwa River tributary 3,680.05,1550,Waianiwaniwa River tributary,,239,84,uoc
117889,5,2017,Selwyn River,1491043,Hororata River 2,680.04,1120,Hororata River tributary,,188,79,uoc
117890,5,2017,Selwyn River,1491042,Cordys Stream,680.04,1240,Hororata River tributary,,180,78,uoc
117891,5,2017,Selwyn River,1491043,Hororata River 2,680.04,1200,Hororata River,,189,79,uoc
117892,5,2017,Selwyn River,1491040,Hororata River tributary 6,680.04,1300,Hororata River tributary,,170,71,uoc
117893,5,2017,Selwyn River,1491040,Hororata River tributary 6,680.04,1330,Hororata River tributary,,170,71,uoc
117894,5,2017,Selwyn River,1491040,Hororata River tributary 6,680.04,1350,Hororata River tributary,,170,71,uoc
117895,5,2017,Selwyn River,1491038,Hororata River tributary 4,680.04,1420,Hororata River tributary,,151,68,uoc
117896,5,2017,Selwyn River,1491038,Hororata River tributary 4,680.04,1500,Hororata River tributary,,148,68,uoc
117897,5,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1310,Waianiwaniwa River tributary,,288,91,uoc
117898,5,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1250,Waianiwaniwa River tributary,,280,90,uoc
117899,5,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,930,Waianiwaniwa River,,328,97,uoc
117900,5,2017,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05,1000,Waianiwaniwa River tributary,,304,95,uoc
117901,5,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1030,Waianiwaniwa River oxbow,,281,93,uoc
117904,7,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,930,Waianiwaniwa River,,328,97,uoc
117905,7,2017,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05,950,Waianiwaniwa River tributary,,304,95,uoc
117906,7,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1020,Waianiwaniwa River oxbow,,281,93,uoc
117907,7,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1040,Waianiwaniwa River tributary,,295,93,uoc
117908,7,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1100,Waianiwaniwa River,,268,91,uoc
117909,7,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1120,Waianiwaniwa River tributary,,260,91,uoc
117910,7,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1130,Waianiwaniwa River tributary,,260,91,uoc
117911,7,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1150,Waianiwaniwa River tributary,,270,91,uoc
117912,7,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1220,Waianiwaniwa River tributary,,288,92,uoc
117913,7,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1515,Waianiwaniwa River tributary,,250,88,uoc
117914,7,2017,Selwyn River,1491051,Waianiwaniwa River tributary 5,680.05,1555,Waianiwaniwa River tributary,,276,87,uoc
117915,7,2017,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05,1610,Waianiwaniwa River tributary,,254,87,uoc
117916,7,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1640,Waianiwaniwa River,,243,86,uoc
117917,7,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1630,Waianiwaniwa River,,243,86,uoc
117918,7,2017,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05,1700,Waianiwaniwa River tributary,,241,85,uoc
117919,7,2017,Selwyn River,1491049,Waianiwaniwa River tributary 3,680.05,1710,Waianiwaniwa River tributary,,239,84,uoc
117920,7,2017,Selwyn River,1491043,Hororata River 2,680.04,1300,Hororata River tributary,,188,79,uoc
117921,7,2017,Selwyn River,1491042,Cordys Stream,680.04,1330,Hororata River tributary,,180,78,uoc
117922,7,2017,Selwyn River,1491043,Hororata River 2,680.04,1350,Hororata River,,189,79,uoc
117923,7,2017,Selwyn River,1491040,Hororata River tributary 6,680.04,1405,Hororata River tributary,,170,71,uoc
117924,7,2017,Selwyn River,1491040,Hororata River tributary 6,680.04,1420,Hororata River tributary,,170,71,uoc
117925,7,2017,Selwyn River,1491040,Hororata River tributary 6,680.04,1440,Hororata River tributary,,170,71,uoc
117926,7,2017,Selwyn River,1491038,Hororata River tributary 4,680.04,1455,Hororata River tributary,,151,68,uoc
117927,7,2017,Selwyn River,1491038,Hororata River tributary 4,680.04,1505,Hororata River tributary,,148,68,uoc
117928,7,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1545,Waianiwaniwa River tributary,,288,91,uoc
117929,7,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1530,Waianiwaniwa River tributary,,280,90,uoc
117930,7,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,930,Waianiwaniwa River,,328,97,uoc
117931,7,2017,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05,1010,Waianiwaniwa River tributary,,304,95,uoc
117932,7,2017,Selwyn River,1491047,Waianiwaniwa River,680.05,1100,Waianiwaniwa River oxbow,,281,93,uoc
117976,8,2019,Waihao River,1491122,Buchanans Creek,709.02,1030,Buchanans Creek,,10,6,docc
118033,8,2017,Waimakariri River,1491026,Mounseys Stream tributary 13,664.06,900,Mounseys Stream tributary, ,309,64,docc
118034,7,2016,Waimakariri River,1491026,Mounseys Stream tributary 13,664.06,920,Mounseys Stream tributary, ,309,64,docc
118037,5,2017,Waimakariri River,1491026,Mounseys Stream tributary 13,664.06,915,Mounseys Stream tributary, ,309,64,docc
118038,9,2014,Waimakariri River,1491026,Mounseys Stream tributary 13,664.06,910,Mounseys Stream tributary, ,309,64,docc
118039,6,2013,Waimakariri River,1491026,Mounseys Stream tributary 13,664.06,935,Mounseys Stream tributary, ,311,64,docc
118040,7,2012,Waimakariri River,1491026,Mounseys Stream tributary 13,664.06,938,Mounseys Stream tributary, ,311,64,docc
